사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2020031400100270,2020년 3월 14일 14시,토요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,42세,경상,승용,남,49세,상해없음
2020031400100271,2020년 3월 14일 14시,토요일,경기도 수원시 장안구 영화동,중상사고,0,3,1,2,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51세,상해없음,승용,남,46세,중상
2020031400100302,2020년 3월 14일 15시,토요일,경기도 수원시 팔달구 팔달로3가,경상사고,0,0,1,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,승용,여,59세,상해없음,승용,남,67세,경상
2020031400100368,2020년 3월 14일 17시,토요일,경기도 수원시 팔달구 화서동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,34세,경상,이륜,남,30세,경상
2020031400100500,2020년 3월 14일 22시,토요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,53세,상해없음,승용,남,61세,경상
2020031500100009,2020년 3월 15일 00시,일요일,경기도 수원시 장안구 정자동,경상사고,0,0,4,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,26세,상해없음,원동기,여,59세,경상
2020031500100032,2020년 3월 15일 02시,일요일,경기도 수원시 영통구 영통동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승용,여,33세,상해없음,승용,남,57세,경상
2020031500100127,2020년 3월 15일 12시,일요일,경기도 수원시 영통구 신동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,57세,상해없음,원동기,남,25세,경상
2020031500100269,2020년 3월 15일 19시,일요일,경기도 수원시 권선구 권선동,부상신고사고,0,0,0,1,차대사람 - 기타,보행자보호의무위반,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,42세,부상신고
2020031500100341,2020년 3월 15일 23시,일요일,경기도 수원시 장안구 파장동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,56세,상해없음,승용,남,24세,경상
2020031600100036,2020년 3월 16일 06시,월요일,경기도 용인시 수지구 성복동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,69세,기타불명,승용,남,50세,경상
2020031600100127,2020년 3월 16일 09시,월요일,경기도 수원시 권선구 권선동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,44세,상해없음,승용,남,43세,경상
2020031600100158,2020년 3월 16일 10시,월요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,여,31세,상해없음,승용,여,36세,경상
2020031600100190,2020년 3월 16일 11시,월요일,경기도 수원시 장안구 조원동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,61세,상해없음,승용,여,59세,경상
2020031600100216,2020년 3월 16일 12시,월요일,경기도 용인시 기흥구 영덕동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,화물,남,61세,상해없음,이륜,남,29세,중상
2020031600100218,2020년 3월 16일 12시,월요일,경기도 수원시 팔달구 인계동,경상사고,0,0,3,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,이륜,여,64세,경상,승용,남,23세,경상
2020031600100267,2020년 3월 16일 14시,월요일,경기도 수원시 장안구 연무동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,52세,상해없음,보행자,남,81세,경상
2020031600100269,2020년 3월 16일 14시,월요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,47세,상해없음,,,,
2020031600100301,2020년 3월 16일 15시,월요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,26세,기타불명,승용,여,64세,경상
2020031600100302,2020년 3월 16일 15시,월요일,경기도 수원시 영통구 이의동,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,화물,남,57세,상해없음,승용,여,42세,경상
2020031600100366,2020년 3월 16일 17시,월요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승합,남,57세,상해없음,승용,여,50세,경상
2020031600100447,2020년 3월 16일 19시,월요일,경기도 용인시 수지구 풍덕천동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,53세,상해없음,승용,남,37세,경상
2020031600100507,2020년 3월 16일 21시,월요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,54세,상해없음,이륜,남,27세,경상
2020031600100508,2020년 3월 16일 21시,월요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,62세,상해없음,승용,남,31세,경상
2020031700100063,2020년 3월 17일 07시,화요일,경기도 수원시 영통구 이의동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,여,26세,상해없음,승용,남,28세,경상
2020031700100079,2020년 3월 17일 08시,화요일,경기도 수원시 영통구 망포동,경상사고,0,0,1,1,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,49세,상해없음,승용,여,31세,경상
2020031700100167,2020년 3월 17일 12시,화요일,경기도 수원시 팔달구 팔달로1가,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,55세,상해없음,보행자,여,72세,중상
2020031700100248,2020년 3월 17일 15시,화요일,경기도 수원시 팔달구 화서동,중상사고,0,1,0,0,차대차 - 정면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,51세,상해없음,이륜,남,31세,중상
2020031700100268,2020년 3월 17일 16시,화요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,52세,상해없음,승용,여,52세,경상
2020031700100269,2020년 3월 17일 16시,화요일,경기도 수원시 영통구 신동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,37세,상해없음,승용,남,28세,경상
2020031700100307,2020년 3월 17일 17시,화요일,경기도 수원시 영통구 원천동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,26세,상해없음,승용,남,38세,경상
2020031700100308,2020년 3월 17일 17시,화요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,승용,남,59세,상해없음,승용,남,31세,경상
2020031700100405,2020년 3월 17일 20시,화요일,경기도 수원시 장안구 영화동,중상사고,0,1,0,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,이륜,남,57세,중상,승용,남,69세,상해없음
2020031800100157,2020년 3월 18일 11시,수요일,경기도 수원시 팔달구 중동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,35세,상해없음,보행자,남,63세,중상
2020031800100240,2020년 3월 18일 14시,수요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,화물,남,49세,상해없음,보행자,여,65세,경상
2020031800100242,2020년 3월 18일 14시,수요일,경기도 수원시 팔달구 매교동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,62세,상해없음,자전거,여,59세,경상
2020031800100343,2020년 3월 18일 17시,수요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,62세,상해없음,보행자,여,78세,경상
2020031800100348,2020년 3월 18일 17시,수요일,경기도 화성시 팔탄면,중상사고,0,2,3,3,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,47세,중상,승용,남,50세,경상
2020031800100417,2020년 3월 18일 19시,수요일,경기도 수원시 팔달구 매산로1가,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,화물,남,40세,부상신고,승용,남,23세,상해없음
2020031800100446,2020년 3월 18일 20시,수요일,경기도 수원시 권선구 세류동,경상사고,0,0,2,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,승용,남,58세,상해없음,승용,남,58세,경상
2020031800100463,2020년 3월 18일 21시,수요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,36세,상해없음,보행자,남,53세,경상
2020031900100027,2020년 3월 19일 03시,목요일,경기도 수원시 장안구 하광교동,부상신고사고,0,0,0,1,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,17세,부상신고,,,,
2020031900100095,2020년 3월 19일 09시,목요일,경기도 수원시 권선구 권선동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,68세,상해없음,보행자,여,40세,중상
2020031900100158,2020년 3월 19일 12시,목요일,경기도 수원시 팔달구 우만동,부상신고사고,0,0,0,2,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,승용,여,36세,부상신고
2020031900100227,2020년 3월 19일 15시,목요일,경기도 수원시 팔달구 중동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,43세,상해없음,승용,여,60세,중상
2020031900100375,2020년 3월 19일 19시,목요일,경기도 수원시 영통구 영통동,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,52세,중상,화물,남,46세,경상
2020031900100427,2020년 3월 19일 21시,목요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,41세,부상신고,승용,남,36세,경상
2020031900100455,2020년 3월 19일 23시,목요일,경기도 수원시 팔달구 인계동,부상신고사고,0,0,0,1,차대차 - 측면충돌,불법유턴,건조,맑음,단일로 - 기타,자전거,남,17세,부상신고,기타불명,기타불명,미분류,기타불명
2020032000100008,2020년 3월 20일 00시,금요일,경기도 수원시 영통구 영통동,경상사고,0,0,1,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,59세,부상신고,승용,남,31세,경상
2020032000100030,2020년 3월 20일 02시,금요일,경기도 수원시 권선구 권선동,경상사고,0,0,4,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,이륜,남,35세,상해없음,승용,남,19세,경상
2020032000100067,2020년 3월 20일 06시,금요일,경기도 수원시 영통구 원천동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,62세,상해없음,승용,여,61세,경상
2020032000100099,2020년 3월 20일 08시,금요일,경기도 수원시 장안구 영화동,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,27세,상해없음,승용,남,35세,경상
2020032000100105,2020년 3월 20일 08시,금요일,경기도 용인시 수지구 상현동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,36세,상해없음,승용,여,40세,경상
2020032000100182,2020년 3월 20일 11시,금요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,여,53세,상해없음,승용,남,34세,상해없음
2020032000100211,2020년 3월 20일 12시,금요일,경기도 수원시 영통구 원천동,경상사고,0,0,1,0,차대차 - 추돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,남,57세,상해없음,승용,남,52세,경상
2020032000100249,2020년 3월 20일 13시,금요일,경기도 수원시 팔달구 우만동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,52세,상해없음,보행자,남,69세,중상
2020032000100282,2020년 3월 20일 14시,금요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,35세,상해없음,승용,남,74세,상해없음
2020032000100369,2020년 3월 20일 16시,금요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,2,0,차대차 - 측면충돌,차로위반,건조,맑음,교차로 - 교차로안,건설기계,남,51세,상해없음,승용,남,46세,경상
2020032000100523,2020년 3월 20일 20시,금요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,62세,상해없음,보행자,여,20세,경상
2020032100100035,2020년 3월 21일 02시,토요일,경기도 수원시 팔달구 우만동,중상사고,0,2,0,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 고가도로위,승용,남,37세,중상,승용,남,31세,중상
2020032100100079,2020년 3월 21일 06시,토요일,경기도 수원시 영통구 이의동,사망사고,1,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,사망,화물,남,47세,경상
2020032100100113,2020년 3월 21일 09시,토요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,건설기계,남,49세,상해없음,승용,여,58세,경상
2020032100100140,2020년 3월 21일 10시,토요일,경기도 수원시 팔달구 고등동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,53세,상해없음,보행자,남,78세,경상
2020032100100175,2020년 3월 21일 11시,토요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,65세,상해없음,보행자,남,57세,경상
2020032100100204,2020년 3월 21일 12시,토요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,45세,상해없음,보행자,여,75세,경상
2020032100100237,2020년 3월 21일 13시,토요일,경기도 수원시 팔달구 화서동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,51세,상해없음,보행자,여,66세,중상
2020032100100321,2020년 3월 21일 15시,토요일,경기도 수원시 영통구 하동,경상사고,0,0,2,0,차대차 - 기타,차로위반,건조,맑음,교차로 - 교차로부근,승용,남,58세,상해없음,승용,남,30세,경상
2020032100100387,2020년 3월 21일 17시,토요일,경기도 수원시 영통구 이의동,경상사고,0,0,2,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,27세,상해없음,승용,남,47세,경상
2020032100100448,2020년 3월 21일 19시,토요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,여,47세,상해없음,승용,여,30세,경상
2020032100100449,2020년 3월 21일 19시,토요일,경기도 수원시 영통구 망포동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,기타,기타,교차로 - 교차로부근,승용,여,47세,상해없음,승용,남,28세,경상
2020032100100475,2020년 3월 21일 20시,토요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,보행자,여,25세,경상
2020032100100501,2020년 3월 21일 21시,토요일,경기도 수원시 장안구 연무동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,40세,상해없음,승용,남,69세,경상
2020032200100068,2020년 3월 22일 05시,일요일,경기도 수원시 권선구 권선동,중상사고,0,2,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,50세,상해없음,보행자,남,24세,중상
2020032200100069,2020년 3월 22일 05시,일요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41세,상해없음,보행자,남,25세,경상
2020032200100149,2020년 3월 22일 12시,일요일,경기도 수원시 권선구 곡반정동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,자전거,남,96세,부상신고,승용,여,25세,상해없음
2020032200100162,2020년 3월 22일 13시,일요일,경기도 수원시 장안구 조원동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,이륜,남,20세,상해없음,보행자,여,76세,경상
2020032200100245,2020년 3월 22일 16시,일요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,60세,상해없음,자전거,남,58세,경상
2020032200100246,2020년 3월 22일 16시,일요일,경기도 수원시 팔달구 우만동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,이륜,남,22세,상해없음,승용,남,25세,경상
2020032200100270,2020년 3월 22일 17시,일요일,경기도 수원시 장안구 영화동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,47세,상해없음,,,,
2020032200100277,2020년 3월 22일 17시,일요일,경기도 용인시 수지구 상현동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,44세,상해없음,승용,여,50세,경상
2020032200100296,2020년 3월 22일 18시,일요일,경기도 수원시 장안구 조원동,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,28세,중상,승용,남,61세,경상
2020032200100299,2020년 3월 22일 18시,일요일,경기도 수원시 영통구 이의동,중상사고,0,1,3,0,차대차 - 기타,차로위반,건조,맑음,교차로 - 교차로부근,승용,남,20세,경상,승용,남,31세,상해없음
2020032300100044,2020년 3월 23일 07시,월요일,경기도 수원시 팔달구 매향동,경상사고,0,0,1,0,차대차 - 기타,불법유턴,건조,맑음,단일로 - 기타,승합,남,40세,상해없음,화물,남,53세,경상
2020032300100080,2020년 3월 23일 08시,월요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,33세,상해없음,승용,남,28세,경상
2020032300100081,2020년 3월 23일 08시,월요일,경기도 수원시 영통구 이의동,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,건조,맑음,기타 - 기타,승용,남,48세,상해없음,승용,남,30세,경상
2020032300100192,2020년 3월 23일 11시,월요일,경기도 수원시 팔달구 북수동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,58세,상해없음,승용,남,28세,경상
2020032300100341,2020년 3월 23일 16시,월요일,경기도 수원시 팔달구 북수동,중상사고,0,1,0,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,자전거,남,48세,중상
2020032300100411,2020년 3월 23일 18시,월요일,경기도 수원시 영통구 이의동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로횡단보도내,승용,남,32세,상해없음,승용,남,33세,경상
2020032300100568,2020년 3월 23일 23시,월요일,경기도 수원시 권선구 권선동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,50세,상해없음,승합,남,47세,상해없음
2020032400100031,2020년 3월 24일 03시,화요일,경기도 수원시 영통구 매탄동,중상사고,0,2,4,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,20세,상해없음,승용,남,27세,경상
2020032400100145,2020년 3월 24일 10시,화요일,경기도 수원시 장안구 연무동,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,52세,상해없음,승용,여,25세,경상
2020032400100148,2020년 3월 24일 10시,화요일,경기도 수원시 권선구 서둔동,경상사고,0,0,1,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,화물,남,70세,상해없음,승용,남,42세,경상
2020032400100149,2020년 3월 24일 10시,화요일,경기도 수원시 팔달구 중동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,여,45세,상해없음,이륜,남,52세,경상
2020032400100381,2020년 3월 24일 17시,화요일,경기도 용인시 기흥구 영덕동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,54세,상해없음,승용,남,31세,경상
2020032400100411,2020년 3월 24일 18시,화요일,경기도 수원시 장안구 연무동,부상신고사고,0,0,0,1,차대차 - 추돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,이륜,남,19세,부상신고,승합,남,28세,상해없음
2020032400100462,2020년 3월 24일 19시,화요일,경기도 수원시 권선구 세류동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,승용,여,20세,경상
2020032500100208,2020년 3월 25일 12시,수요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,26세,상해없음,자전거,여,38세,경상
2020032500100380,2020년 3월 25일 17시,수요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,27세,상해없음,승용,여,53세,경상
2020032500100414,2020년 3월 25일 18시,수요일,경기도 수원시 권선구 권선동,중상사고,0,1,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,60세,상해없음,이륜,남,34세,경상
2020032500100416,2020년 3월 25일 18시,수요일,경기도 용인시 수지구 상현동,중상사고,0,5,8,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,30세,상해없음,특수,남,26세,경상
2020032500100453,2020년 3월 25일 19시,수요일,경기도 수원시 장안구 연무동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,흐림,기타 - 기타,승용,기타불명,미분류,기타불명,승용,여,51세,경상
2020032500100488,2020년 3월 25일 20시,수요일,경기도 수원시 영통구 매탄동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,이륜,남,52세,상해없음,개인형이동수단(PM),남,23세,중상
2020032500100571,2020년 3월 25일 23시,수요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,44세,상해없음,보행자,여,63세,경상
2020032500100572,2020년 3월 25일 23시,수요일,경기도 수원시 팔달구 인계동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,24세,상해없음,승용,여,25세,경상
2020032600100005,2020년 3월 26일 00시,목요일,경기도 수원시 영통구 이의동,경상사고,0,0,6,0,차대차 - 측면충돌,안전운전불이행,건조,흐림,단일로 - 기타,이륜,남,24세,경상,승합,남,52세,경상
2020032600100107,2020년 3월 26일 09시,목요일,경기도 수원시 권선구 세류동,사망사고,1,0,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,50세,상해없음,이륜,남,71세,사망
2020032600100154,2020년 3월 26일 11시,목요일,경기도 수원시 권선구 권선동,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,21세,상해없음,승합,남,55세,경상
2020032600100157,2020년 3월 26일 11시,목요일,경기도 수원시 영통구 매탄동,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,기타,기타,단일로 - 기타,승용,남,33세,상해없음,이륜,남,49세,중상
2020032600100238,2020년 3월 26일 14시,목요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,승용,남,23세,상해없음
2020032600100239,2020년 3월 26일 14시,목요일,경기도 수원시 권선구 서둔동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,58세,상해없음,승합,남,45세,경상
2020032600100281,2020년 3월 26일 16시,목요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,흐림,교차로 - 교차로안,승용,여,45세,상해없음,특수,남,35세,경상
2020032600100349,2020년 3월 26일 18시,목요일,경기도 수원시 장안구 송죽동,경상사고,0,0,2,0,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,여,44세,상해없음,승용,남,24세,경상
2020032600100477,2020년 3월 26일 21시,목요일,경기도 수원시 팔달구 인계동,경상사고,0,0,1,0,차대차 - 기타,신호위반,젖음/습기,비,교차로 - 교차로안,이륜,남,53세,경상,승용,남,45세,상해없음
2020032600100512,2020년 3월 26일 22시,목요일,경기도 수원시 영통구 원천동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,젖음/습기,비,기타 - 기타,승용,남,51세,상해없음,보행자,여,20세,중상
2020032600100513,2020년 3월 26일 22시,목요일,경기도 수원시 영통구 매탄동,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,기타 - 기타,승용,남,61세,상해없음,승용,남,49세,중상
2020032600100514,2020년 3월 26일 22시,목요일,경기도 수원시 영통구 원천동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승용,여,23세,상해없음,이륜,남,48세,경상
2020032700100125,2020년 3월 27일 09시,금요일,경기도 수원시 팔달구 화서동,중상사고,0,1,0,0,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,화물,남,59세,기타불명,화물,남,57세,중상
2020032700100164,2020년 3월 27일 11시,금요일,경기도 수원시 팔달구 우만동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,67세,상해없음,승용,여,28세,부상신고
2020032700100166,2020년 3월 27일 11시,금요일,경기도 수원시 팔달구 매산로1가,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로안,승용,남,36세,상해없음,승용,여,45세,경상
2020032700100196,2020년 3월 27일 12시,금요일,경기도 수원시 장안구 조원동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,44세,경상,승합,남,53세,경상
2020032700100223,2020년 3월 27일 13시,금요일,경기도 수원시 팔달구 지동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,70세,상해없음,보행자,남,51세,중상
